tempo_us,posicao_mm
0,0.0118
1000,0.0118
2004,0.0118
3000,-0.0577
4004,0.0118
5000,-0.0577
6000,0.0118
7000,-0.0577
8000,0.0118
9000,0.0118
10000,-0.0577
11000,0.0118
12004,0.0118
13000,0.0118
14000,0.0118
15000,0.0118
16004,0.0118
17000,0.0813
18000,0.0118
19000,0.0118
20000,-0.0577
21000,0.0118
22000,-0.0577
23000,0.0118
24004,-0.1272
25000,0.0813
26000,0.0118
27000,0.0118
28000,0.0813
29000,0.0813
30000,0.0813
31000,0.0118
32000,0.0118
33000,0.0813
34000,0.0118
35000,0.0118
36000,-0.0577
37000,-0.0577
38000,-0.0577
39000,-0.1272
40000,-0.1272
41000,-0.1272
42000,-0.0577
43000,0.0118
44000,0.0118
45000,0.0813
46004,0.0118
47000,-0.0577
48000,0.0118
49004,0.0118
50000,0.0118
51000,0.0118
52000,0.0118
53000,0.0118
54000,0.0118
55000,-0.0577
56000,0.0118
57000,-0.0577
58000,-0.0577
59000,0.0118
60000,0.0118
61000,-0.0577
62000,0.0118
63000,0.0813
64004,0.0118
65000,0.0118
66000,0.0118
67000,0.0813
68000,0.0118
69000,0.0813
70000,-0.0577
71000,0.0118
72000,-0.0577
73004,-0.0577
74000,-0.1272
75000,-0.0577
76000,0.0118
77000,0.0118
78004,-0.0577
79000,-0.0577
80000,-0.0577
81000,0.0118
82004,-0.0577
83000,0.0118
84000,-0.0577
85000,0.0118
86000,-0.0577
87000,-0.0577
88004,-0.1272
89004,0.0118
90000,-0.1272
91000,-0.0577
92000,-0.0577
93000,0.0118
94000,0.0118
95004,-0.0577
96000,-0.0577
97000,-0.0577
98000,-0.1272
99000,0.0118
100000,0.0118
101000,-0.0577
102000,-0.0577
103000,-0.0577
104000,-0.0577
105004,-0.0577
106000,-0.0577
107000,-0.1272
108000,-0.1272
109004,-0.1272
110000,-0.0577
111000,-0.0577
112000,-0.0577
113004,-0.0577
114000,-0.0577
115000,-0.0577
116000,0.0118
117000,0.0118
118000,-0.0577
119000,-0.0577
120000,-0.0577
121004,-0.1272
122000,-0.1272
123004,-0.0577
124000,-0.1272
125004,-0.0577
126000,0.0118
127004,0.0118
128000,0.0118
129000,0.0118
130000,0.0118
131000,0.0118
132000,-0.0577
133000,-0.0577
134000,-0.0577
135000,-0.0577
136000,-0.1272
137000,-0.0577
138000,-0.1272
139000,-0.0577
140000,-0.1272
141000,-0.1967
142000,-0.1272
143000,-0.0577
144000,0.0118
145000,0.0118
146000,-0.0577
147000,0.0118
148000,0.0118
149000,0.0813
150000,0.0118
151000,0.0118
152000,0.0118
153000,-0.0577
154000,-0.0577
155000,0.0118
156000,-0.1272
157000,-0.1272
158000,-0.1272
159000,-0.0577
160000,-0.0577
161004,-0.0577
162000,-0.1272
163000,-0.0577
164000,0.0118
165000,0.0118
166000,-0.0577
167000,-0.0577
168000,-0.0577
169000,-0.0577
170000,-0.1272
171000,-0.1272
172000,-0.0577
173004,-0.0577
174000,-0.1272
175000,0.0118
176000,-0.0577
177000,0.0118
178000,0.0118
179000,0.0118
180004,0.0118
181000,0.0118
182000,-0.0577
183000,-0.0577
184000,-0.0577
185004,-0.0577
186000,-0.0577
187000,-0.0577
188000,-0.0577
189004,0.0118
190000,-0.0577
191000,-0.1272
192000,0.0118
193000,0.0118
194000,0.0813
195000,0.0118
196000,0.0118
197000,0.0118
198000,0.0118
199000,0.0118
200000,0.0118
201000,0.0118
202004,0.0118
203000,-0.0577
204000,0.0118
205000,-0.1272
206000,-0.0577
207000,-0.1272
208000,0.0118
209000,0.0118
210000,-0.0577
211000,-0.0577
212000,0.0118
213000,0.0118
214004,0.0118
215000,0.0118
216000,0.0813
217000,0.0813
218000,0.0118
219000,0.0118
220004,-0.0577
221000,0.0118
222000,-0.0577
223000,-0.1272
224004,-0.1272
225000,0.0118
226000,0.0118
227000,0.0118
228004,0.0118
229000,0.0118
230000,0.0118
231000,0.0118
232000,0.0118
233000,0.0813
234000,0.0813
235000,0.0813
236000,0.0118
237000,-0.0577
238004,0.0118
239000,-0.0577
240000,-0.0577
241000,-0.1272
242000,0.0118
243000,0.0118
244000,0.0118
245000,0.0813
246000,0.0118
247000,0.0118
248004,-0.0577
249000,0.0813
250000,0.0118
251000,0.0118
252000,-0.0577
253000,-0.0577
254000,-0.0577
255000,-0.0577
256000,-0.0577
257000,-0.1272
258000,-0.0577
259000,0.0118
260000,0.0118
261000,0.0118
262000,0.0118
263000,0.0118
264000,0.0118
265000,0.0813
266000,0.0813
267000,0.0813
268000,-0.0577
269000,0.0118
270000,0.0118
271000,-0.0577
272000,-0.0577
273000,-0.1272
274000,-0.0577
275000,-0.0577
276000,0.0118
277000,0.0118
278000,0.0118
279000,0.0118
280000,-0.0577
281000,-0.0577
282000,0.0118
283000,0.0118
284000,0.0118
285000,0.0118
286000,-0.0577
287000,-0.1272
288000,0.0118
289000,-0.1272
290000,-0.1272
291000,-0.1272
292000,-0.0577
293000,-0.0577
294000,0.0118
295000,-0.0577
296000,0.0118
297004,-0.0577
298000,0.0118
299000,0.0118
300000,0.0118
301000,-0.0577
302000,-0.0577
303000,-0.1272
304000,-0.1272
305000,-0.1272
306000,-0.1272
307000,-0.1272
308000,-0.1272
309004,-0.1272
310000,0.0118
311000,0.0118
312000,0.0118
313004,-0.0577
314000,0.0118
315004,0.0118
316000,0.0118
317000,0.0118
318000,0.0118
319004,0.0118
320000,-0.0577
321000,-0.0577
322000,-0.1272
323000,-0.0577
324000,-0.1272
325004,-0.0577
326000,-0.0577
327000,-0.0577
328000,0.0118
329000,-0.0577
330000,-0.0577
331000,0.0118
332000,-0.0577
333000,0.0118
334000,0.0118
335000,-0.0577
336000,0.0118
337004,-0.0577
338000,-0.1272
339000,-0.0577
340000,-0.1272
341000,-0.1272
342000,-0.0577
343000,0.0118
344000,-0.0577
345000,0.0118
346000,-0.0577
347000,0.0118
348000,0.0118
349000,0.0118
350000,-0.0577
351000,-0.0577
352000,-0.0577
353000,-0.1272
354000,-0.1272
355000,-0.1272
356000,-0.0577
357000,-0.1272
358000,-0.1272
359000,-0.1272
360004,-0.0577
361000,-0.0577
362004,0.0118
363000,0.0118
364000,0.0118
365000,-0.1272
366000,0.0118
367000,-0.0577
368004,-0.0577
369000,-0.1272
370000,-0.0577
371000,-0.1272
372000,-0.1272
373004,-0.1272
374000,-0.1272
375000,-0.1272
376000,-0.0577
377000,-0.0577
378000,-0.0577
379000,-0.0577
380000,0.0118
381000,-0.0577
382000,-0.0577
383000,0.0118
384000,0.0118
385000,0.0118
386000,-0.0577
387000,-0.1272
388000,-0.0577
389000,-0.0577
390000,-0.1272
391000,-0.1272
392000,-0.0577
393004,0.0118
394000,-0.0577
395000,0.0118
396000,0.0118
397000,0.0118
398000,0.0118
399004,0.0118
400000,0.0118
401004,-0.0577
402000,0.0118
403000,-0.0577
404000,-0.0577
405004,-0.0577
406000,-0.0577
407004,-0.1272
408000,-0.0577
409000,0.0118
410000,0.0118
411000,0.0118
412000,0.0118
413000,0.0118
414000,0.0813
415000,0.0118
416000,0.0118
417000,0.0118
418000,0.0118
419000,-0.0577
420004,-0.0577
421000,-0.0577
422000,0.0118
423000,0.0118
424004,-0.0577
425000,0.0118
426000,0.0118
427000,0.0813
428000,0.0118
429004,0.0118
430000,0.0118
431000,0.0118
432000,0.0118
433000,0.0118
434000,0.0813
435000,0.0118
436000,-0.0577
437000,0.0118
438000,0.0118
439000,0.0118
440000,-0.1272
441000,-0.1272
442000,0.0118
443000,0.0118
444000,0.0118
445000,0.0813
446000,0.0118
447000,0.0813
448000,0.0813
449000,0.0813
450000,0.0118
451000,0.0118
452000,0.0118
453000,0.0118
454004,-0.0577
455000,0.0118
456000,-0.0577
457004,-0.1272
458000,-0.0577
459000,0.0118
460000,0.0118
461000,-0.0577
462004,0.0118
463000,0.0118
464000,0.0813
465000,-0.0577
466004,0.0118
467000,0.0813
468000,0.0118
469000,0.0118
470000,-0.0577
471004,-0.0577
472000,0.0118
473000,-0.0577
474000,-0.1272
475000,0.0118
476000,0.0118
477000,0.0118
478000,0.0118
479000,0.0118
480004,0.0118
481000,0.0118
482000,-0.0577
483000,0.0118
484004,0.0118
485000,-0.0577
486000,-0.0577
487000,-0.0577
488000,-0.0577
489000,-0.1272
490000,-0.1272
491000,-0.0577
492000,0.0118
493004,0.0118
494000,0.0118
495004,0.0118
496000,0.0118
497000,0.0118
498000,0.0118
499000,0.0118
500000,0.0118
501000,0.0118
502000,-0.0577
503000,-0.0577
504000,-0.1272
505000,-0.0577
506000,-0.1272
507000,-0.1272
508000,-0.1272
509000,-0.0577
510000,-0.0577
511000,-0.0577
512000,-0.0577
513000,-0.0577
514000,-0.0577
515000,0.0118
516000,0.0118
517000,0.0118
518000,0.0118
519000,-0.0577
520000,-0.0577
521000,-0.1272
522004,-0.1272
523000,-0.1272
524000,-0.1272
525004,-0.1272
526000,0.0118
527004,-0.0577
528000,0.0118
529000,0.0118
530000,-0.0577
531000,0.0118
532000,0.0118
533004,0.0118
534000,0.0118
535004,0.0813
536000,0.0118
537000,-0.1272
538000,-0.0577
539000,-0.1272
540000,-0.1272
541000,-0.1272
542000,-0.0577
543000,-0.0577
544004,-0.0577
545000,0.0118
546000,-0.0577
547000,0.0118
548004,0.0118
549000,0.0118
550000,0.0118
551000,-0.0577
552000,-0.0577
553000,0.0118
554000,-0.0577
555000,-0.1272
556000,-0.0577
557004,-0.1272
558000,-0.0577
559000,-0.0577
560000,0.0118
561000,-0.0577
562000,-0.0577
563000,0.0118
564004,0.0118
565000,0.0118
566000,0.0118
567000,-0.0577
568000,0.0118
569000,0.0118
570000,-0.0577
571000,-0.1272
572000,-0.0577
573000,-0.0577
574000,-0.1272
575000,-0.0577
576000,-0.0577
577000,0.0118
578000,0.0118
579000,-0.0577
580000,0.0118
581004,-0.0577
582000,0.0118
583000,0.0118
584000,0.0118
585000,0.0118
586000,-0.0577
587000,0.0118
588004,-0.0577
589000,-0.0577
590000,-0.1272
591000,-0.0577
592000,-0.0577
593000,0.0813
594000,0.0118
595000,0.0118
596004,0.0118
597000,0.0118
598000,0.0813
599000,0.0118
600000,0.0118
601000,0.0118
602000,0.0118
603000,-0.0577
604000,-0.0577
605000,-0.1272
606000,-0.0577
607000,-0.0577
608000,-0.0577
609000,0.0118
610000,0.0118
611000,0.0813
612000,0.0118
613000,0.0118
614000,0.0813
615000,0.0118
616000,0.0118
617000,0.0118
618000,0.0118
619000,0.0118
620004,0.0118
621000,-0.0577
622000,0.0118
623004,-0.0577
624000,-0.1272
625000,-0.0577
626000,-0.0577
627000,0.0118
628000,0.0118
629000,0.0118
630000,0.0118
631000,0.0813
632000,0.0118
633000,0.0118
634000,0.0118
635000,0.0813
636000,0.0118
637000,-0.0577
638000,-0.0577
639000,0.0118
640000,-0.1272
641000,-0.1272
642004,0.0118
643000,0.0118
644000,0.0118
645000,0.0118
646000,0.0118
647000,0.0813
648000,0.0118
649004,0.0118
650000,0.0118
651000,0.0118
652000,0.0118
653004,0.0118
654000,-0.0577
655004,-0.0577
656000,-0.0577
657004,-0.1272
658000,-0.0577
659000,-0.0577
660000,0.0118
661000,0.0118
662000,0.0118
663004,0.0118
664000,-0.0577
665004,0.0118
666000,0.0118
667000,0.0118
668000,0.0118
669000,0.0118
670000,-0.0577
671004,0.0118
672000,-0.0577
673000,-0.0577
674000,-0.1272
675000,0.0118
676000,0.0118
677004,0.0118
678000,-0.0577
679004,0.0118
680000,0.0118
681000,0.0118
682000,0.0118
683000,0.0118
684000,0.0118
685004,0.0118
686000,-0.0577
687000,-0.0577
688004,-0.1272
689000,-0.0577
690000,-0.1272
691000,-0.1272
692000,0.0118
693000,0.0118
694000,0.0118
695000,0.0118
696000,-0.0577
697004,0.0118
698000,-0.0577
699000,0.0118
700000,0.0118
701004,0.0118
702000,0.0118
703004,-0.1272
704000,-0.0577
705004,-0.1272
706000,-0.1272
707000,-0.1272
708000,-0.1272
709000,0.0118
710000,-0.0577
711000,-0.0577
712000,0.0118
713000,0.0118
714000,-0.0577
715000,0.0118
716004,0.0118
717000,0.0118
718000,0.0118
719000,-0.0577
720000,-0.0577
721000,0.0118
722000,-0.1272
723000,-0.0577
724000,-0.1272
725000,-0.0577
726000,0.0118
727000,-0.0577
728000,-0.0577
729000,0.0118
730000,0.0118
731000,-0.0577
732000,0.0118
733000,0.0118
734000,-0.0577
735000,0.0118
736000,-0.1272
737000,-0.0577
738000,-0.1272
739000,-0.1272
740000,-0.1967
741000,-0.1272
742000,-0.0577
743004,-0.0577
744000,-0.0577
745000,0.0118
746000,0.0118
747000,0.0118
748000,0.0118
749000,0.0118
750000,0.0118
751000,0.0118
752000,-0.0577
753000,-0.0577
754000,-0.0577
755000,-0.0577
756000,-0.0577
757000,-0.1272
758000,-0.1272
759000,-0.0577
760000,-0.0577
761000,-0.0577
762000,-0.0577
763000,-0.0577
764000,-0.0577
765000,-0.0577
766000,0.0118
767000,0.0118
768000,-0.0577
769000,-0.0577
770000,-0.0577
771000,-0.1272
772000,-0.1272
773000,0.0118
774000,-0.1272
775000,-0.0577
776000,-0.0577
777000,-0.0577
778000,0.0118
779000,0.0118
780000,-0.0577
781000,-0.0577
782000,-0.0577
783000,-0.0577
784000,-0.0577
785000,-0.0577
786000,-0.0577
787000,-0.1272
788000,-0.0577
789000,-0.1272
790000,-0.1272
791000,-0.1272
792000,0.0118
793000,0.0118
794000,0.0118
795000,0.0118
796000,-0.0577
797000,0.0118
798000,0.0118
799000,0.0118
800000,0.0118
801000,-0.0577
802000,0.0118
803004,0.0118
804000,-0.0577
805000,0.0118
806004,-0.1272
807000,-0.1272
808000,0.0118
809000,0.0118
810000,0.0118
811000,0.0118
812000,0.0118
813004,-0.0577
814000,0.0813
815000,0.0118
816000,0.0813
817000,0.0118
818000,0.0118
819004,-0.0577
820000,0.0118
821000,-0.0577
822004,-0.0577
823000,0.0118
824000,-0.1272
825000,-0.0577
826000,0.0118
827000,0.0118
828000,0.0118
829000,0.0118
830000,0.0118
831000,0.0118
832000,0.0813
833000,0.0813
834000,0.0118
835000,0.0118
836000,0.0118
837000,0.0118
838000,-0.0577
839000,0.0118
840000,-0.1272
841000,-0.1272
842000,0.0118
843000,0.0118
844000,0.0118
845000,0.0118
846000,0.0118
847000,0.0118
848000,-0.0577
849000,0.0118
850004,0.0118
851000,0.0813
852000,0.0118
853000,0.0118
854000,-0.0577
855000,0.0118
856004,0.0118
857000,-0.0577
858000,-0.0577
859000,0.0118
860000,0.0118
861000,0.0813
862004,0.0118
863000,0.0118
864000,0.0118
865000,0.0118
866000,0.0813
867000,0.0118
868000,0.0118
869000,0.0118
870000,-0.0577
871000,-0.0577
872004,-0.0577
873000,-0.0577
874004,-0.1272
875000,0.0118
876000,-0.0577
877000,0.0118
878000,0.0118
879000,-0.0577
880004,0.0118
881000,0.0118
882000,0.0118
883000,0.0118
884004,0.0118
885000,0.0118
886000,-0.1272
887004,-0.0577
888000,-0.0577
889004,-0.0577
890000,-0.1272
891004,-0.0577
892000,-0.0577
893004,-0.0577
894000,0.0118
895000,-0.0577
896000,-0.0577
897000,0.0118
898000,0.0118
899000,-0.0577
900000,0.0118
901000,-0.0577
902000,-0.0577
903000,-0.1272
904000,-0.1272
905000,-0.0577
906000,-0.0577
907000,-0.1967
908000,-0.0577
909000,-0.0577
910000,-0.0577
911000,0.0118
912000,0.0118
913000,0.0118
914004,-0.0577
915004,0.0118
916000,0.0118
917000,-0.0577
918004,-0.0577
919000,-0.0577
920000,-0.1272
921000,-0.1272
922000,-0.0577
923000,-0.1272
924004,-0.1272
925000,-0.0577
926004,-0.0577
927000,-0.0577
928000,0.0118
929000,0.0118
930000,0.0118
931000,0.0118
932000,-0.0577
933000,0.0118
934000,0.0118
935000,0.0118
936000,0.0118
937004,0.0118
938000,0.0118
939000,-0.0577
940000,-0.1272
941000,-0.1272
942000,-0.0577
943000,0.0118
944000,-0.0577
945000,-0.0577
946000,0.0118
947000,0.0118
948000,0.0118
949004,-0.0577
950000,-0.0577
951000,0.0118
952000,-0.0577
953000,-0.0577
954000,-0.1272
955000,-0.1272
956000,-0.1272
957000,-0.1272
958000,-0.0577
959004,-0.0577
960000,-0.1272
961004,-0.0577
962000,0.0118
963000,-0.0577
964000,0.0118
965000,0.0118
966004,0.0118
967000,0.0118
968000,-0.0577
969000,-0.1272
970000,-0.0577
971000,-0.1272
972004,-0.1272
973000,-0.1272
974000,-0.1272
975000,-0.1272
976000,0.0118
977000,-0.0577
978000,-0.0577
979000,-0.0577
980000,-0.0577
981000,0.0118
982000,0.0118
983000,0.0118
984000,0.0118
985000,-0.0577
986000,0.0118
987000,0.0118
988004,-0.1272
989000,-0.0577
990000,-0.1272
991000,-0.0577
992004,0.0118
993000,-0.0577
994000,0.0118
995000,0.0813
996004,0.0118
997000,0.0118
998000,0.0118
999000,0.0813
1000000,0.0118
1001000,0.0118
1002000,-0.0577
1003000,-0.0577
1004000,-0.0577
1005004,0.0118
1006000,-0.0577
1007004,-0.1272
1008000,-0.0577
1009000,0.0118
1010000,0.0118
1011000,0.0118
1012000,0.0118
1013000,0.0118
1014000,0.0118
1015000,0.0118
1016004,0.0118
1017000,0.0118
1018000,0.0118
1019000,0.0118
1020000,0.0813
1021000,-0.0577
1022000,-0.0577
1023000,0.0118
1024000,-0.1272
1025000,0.0118
1026000,0.0118
1027000,0.0118
1028000,0.0118
1029004,0.0118
1030000,-0.0577
1031000,0.0118
1032000,0.0118
1033004,0.0118
1034000,0.0118
1035000,0.0118
1036000,0.0118
1037000,0.0118
1038000,-0.0577
1039000,-0.0577
1040000,0.0118
1041000,-0.0577
1042000,0.0118
1043000,0.0118
1044000,0.0118
1045000,0.0118
1046000,0.0118
1047000,0.0813
1048000,0.0813
1049000,0.0813
1050004,0.0813
1051000,0.0813
1052000,0.0118
1053000,0.0118
1054000,0.0118
1055004,0.0118
1056000,0.0118
1057000,-0.1272
1058000,0.0118
1059000,0.0118
1060000,0.0118
1061000,0.0118
1062000,-0.0577
1063000,0.0813
1064000,0.0813
1065004,0.0813
1066000,0.0813
1067000,0.0118
1068000,0.0118
1069004,0.0118
1070000,-0.0577
1071000,-0.0577
1072000,0.0118
1073000,-0.0577
1074000,-0.1272
1075000,-0.0577
1076000,0.0118
1077004,0.0118
1078000,0.0118
1079000,0.0118
1080004,0.0118
1081000,0.0813
1082000,0.0118
1083000,0.0118
1084004,0.0118
1085000,-0.0577
1086000,-0.0577
1087000,0.0118
1088000,-0.1272
1089000,-0.0577
1090000,-0.1272
1091000,-0.0577
1092000,-0.0577
1093000,-0.0577
1094000,0.0118
1095000,0.0118
1096000,0.0118
1097000,-0.0577
1098000,0.0118
1099000,0.0118
1100004,-0.0577
1101000,-0.0577
1102000,-0.0577
1103000,-0.1272
1104000,-0.1272
1105004,-0.1272
1106000,-0.1272
1107000,-0.1272
1108000,-0.1272
1109004,0.0118
1110000,0.0118
1111000,-0.0577
1112000,0.0118
1113000,-0.0577
1114000,-0.0577
1115004,0.0118
1116000,-0.0577
1117004,0.0118
1118000,0.0118
1119000,-0.1272
1120000,-0.0577
1121000,-0.0577
1122000,-0.0577
1123000,-0.1272
1124000,-0.1967
1125000,0.0118
1126000,0.0118
1127000,0.0118
1128000,0.0118
1129000,0.0118
1130000,0.0813
1131000,0.0118
1132000,0.0118
1133000,0.0118
1134000,-0.0577
1135000,0.0118
1136000,0.0118
1137000,-0.1272
1138000,-0.0577
1139000,-0.0577
1140000,-0.1272
1141000,-0.0577
1142000,-0.0577
1143000,-0.1272
1144000,0.0118
1145000,0.0118
1146000,0.0118
1147000,-0.0577
1148000,0.0118
1149000,0.0118
1150000,0.0118
1151000,0.0118
1152000,-0.0577
1153000,-0.0577
1154000,0.0118
1155000,-0.0577
1156004,-0.0577
1157000,-0.1272
1158000,-0.0577
1159000,0.0118
1160000,0.0118
1161000,0.0118
1162000,0.0118
1163000,0.0118
1164000,0.0118
1165000,-0.0577
1166000,-0.0577
1167000,0.0118
1168000,0.0118
1169000,-0.0577
1170000,-0.1272
1171000,-0.0577
1172000,-0.0577
1173000,-0.0577
1174000,-0.1272
1175000,0.0118
1176004,0.0118
1177000,0.0118
1178000,0.0118
1179000,0.0118
1180000,0.0118
1181000,0.0118
1182000,0.0118
1183004,0.0118
1184000,0.0118
1185000,-0.0577
1186000,-0.1272
1187000,-0.0577
1188000,0.0118
1189004,-0.0577
1190000,-0.1272
1191000,-0.0577
1192000,0.0118
1193000,-0.0577
1194000,0.0118
1195004,0.0118
1196000,0.0118
1197004,0.0118
1198000,0.0813
1199000,0.0813
1200000,0.0118
1201000,0.0118
1202000,0.0118
1203004,-0.0577
1204000,0.0118
1205000,-0.0577
1206004,-0.0577
1207000,-0.1272
1208000,0.0118
1209000,0.0118
1210000,0.0118
1211000,0.0118
1212000,0.0118
1213000,0.0813
1214000,0.0118
1215000,0.0118
1216000,0.0118
1217000,0.0813
1218000,0.0118
1219000,-0.0577
1220000,0.0118
1221000,0.0118
1222000,-0.0577
1223000,-0.0577
1224000,-0.0577
1225000,0.0118
1226000,0.0118
1227000,0.0813
1228000,0.0118
1229000,0.0813
1230004,0.0118
1231000,0.0118
1232000,0.0118
1233000,0.0813
1234004,0.0118
1235000,0.0118
1236000,-0.0577
1237000,0.0118
1238004,0.0118
1239000,0.0118
1240000,-0.0577
1241000,-0.0577
1242000,0.0118
1243000,0.0118
1244004,0.0118
1245000,0.0118
1246004,0.0118
1247000,0.0118
1248000,0.0118
1249000,0.0813
1250000,0.0118
1251000,0.0118
1252004,0.0118
1253000,0.0118
1254000,0.0118
1255000,-0.0577
1256000,0.0118
1257000,-0.0577
1258000,0.0118
1259004,0.0118
1260000,0.0118
1261000,0.0118
1262000,0.0118
1263000,0.0118
1264000,0.0118
1265000,0.0813
1266000,0.0813
1267000,0.0118
1268000,0.0118
1269000,0.0118
1270000,0.0118
1271000,0.0118
1272000,-0.0577
1273000,0.0118
1274000,-0.1272
1275000,0.0118
1276000,0.0118
1277000,0.0118
1278000,0.0118
1279000,0.0118
1280000,0.0118
1281004,0.0118
1282000,0.0118
1283000,0.0118
1284000,0.0118
1285000,0.0118
1286000,-0.0577
1287000,-0.0577
1288000,-0.0577
1289000,0.0118
1290000,-0.1272
1291000,-0.1272
1292000,-0.0577
1293000,0.0118
1294000,0.0118
1295000,0.0118
1296000,-0.0577
1297004,0.0118
1298000,0.0118
1299000,0.0813
1300000,-0.0577
1301000,0.0118
1302000,0.0118
1303000,-0.1272
1304000,0.0118
1305000,-0.0577
1306000,-0.0577
1307000,-0.1967
1308000,-0.0577
1309000,-0.0577
1310000,0.0118
1311000,0.0118
1312000,0.0118
1313004,-0.0577
1314000,0.0118
1315000,0.0118
1316000,0.0118
1317000,0.0118
1318004,-0.0577
1319000,-0.1272
1320004,-0.0577
1321000,-0.0577
1322004,-0.1272
1323000,-0.1272
1324000,-0.1272
1325004,-0.1272
1326000,0.0118
1327000,-0.0577
1328004,-0.0577
1329000,-0.0577
1330000,-0.0577
1331000,-0.0577
1332004,0.0118
1333000,-0.0577
1334000,0.0118
1335000,-0.0577
1336000,-0.1272
1337000,-0.1272
1338000,-0.0577
1339000,-0.0577
1340000,-0.1272
1341000,-0.1272
1342000,-0.0577
1343000,0.0118
1344004,0.0118
1345000,0.0118
1346000,0.0118
1347000,0.0118
1348000,0.0118
1349004,0.0118
1350000,0.0118
1351000,0.0118
1352000,-0.0577
1353000,-0.0577
1354000,0.0118
1355000,-0.0577
1356004,-0.0577
1357000,-0.1967
1358000,-0.1272
1359000,-0.0577
1360000,-0.0577
1361000,0.0118
1362000,0.0118
1363000,-0.0577
1364000,0.0118
1365000,0.0118
1366000,0.0118
1367000,0.0118
1368000,-0.0577
1369000,-0.1272
1370000,-0.1272
1371000,-0.1272
1372000,-0.0577
1373004,-0.1272
1374000,-0.1272
1375000,0.0118
1376000,-0.0577
1377000,-0.0577
1378000,-0.0577
1379000,-0.0577
1380000,-0.0577
1381000,-0.0577
1382000,-0.0577
1383000,0.0118
1384000,-0.0577
1385004,-0.0577
1386000,-0.0577
1387000,-0.0577
1388000,-0.0577
1389004,-0.0577
1390000,-0.1272
1391000,-0.0577
1392000,0.0118
1393000,0.0118
1394000,0.0118
1395000,0.0118
1396004,0.0118
1397000,0.0118
1398000,0.0118
1399000,0.0118
1400000,0.0118
1401000,0.0118
1402000,-0.0577
1403000,-0.0577
1404000,0.0118
1405000,0.0118
1406000,0.0118
1407000,-0.1272
1408000,-0.0577
1409000,0.0118
1410004,0.0118
1411000,0.0118
1412000,0.0118
1413000,0.0118
1414004,0.0118
1415000,0.0118
1416000,0.0813
1417000,0.0118
1418000,0.0118
1419000,0.0118
1420004,0.0118
1421000,-0.0577
1422004,0.0118
1423000,-0.1272
1424000,-0.0577
1425000,0.0118
1426000,0.0118
1427000,0.0118
1428000,0.0118
1429000,0.0118
1430000,0.0118
1431000,0.0118
1432004,0.0118
1433000,0.0118
1434000,0.0118
1435000,0.0813
1436000,-0.0577
1437000,-0.0577
1438000,0.0118
1439000,-0.0577
1440000,-0.1272
1441000,-0.1272
1442000,0.0118
1443000,0.0118
1444000,0.0118
1445004,0.0118
1446000,0.0118
1447000,0.0118
1448000,0.0118
1449000,0.0118
1450000,0.0118
1451000,0.0118
1452000,0.0118
1453004,0.0118
1454000,0.0118
1455000,-0.0577
1456000,-0.0577
1457000,0.0118
1458000,0.0118
1459004,0.0118
1460000,0.0118
1461000,-0.0577
1462000,0.0118
1463000,0.0118
1464000,0.0118
1465000,0.0118
1466000,0.0813
1467000,0.0118
1468000,0.0118
1469000,0.0118
1470000,0.0118
1471004,0.0118
1472000,-0.0577
1473000,-0.0577
1474000,-0.0577
1475000,0.0118
1476000,0.0118
1477000,-0.0577
1478000,0.0118
1479000,0.0118
1480000,0.0118
1481000,0.0118
1482000,0.0118
1483000,0.0118
1484004,0.0118
1485000,0.0118
1486000,-0.0577
1487000,-0.0577
1488000,0.0118
1489000,-0.0577
1490000,-0.1272
1491000,-0.0577
1492000,0.0118
1493000,-0.0577
1494000,0.0118
1495000,0.0118
1496000,0.0118
1497000,0.0118
1498000,0.0118
1499004,0.0118
1500000,-0.0577
1501000,-0.0577
1502000,-0.0577
1503000,-0.0577
1504000,-0.1272
1505000,-0.1272
1506000,-0.0577
1507000,-0.1967
1508000,-0.1272
1509000,-0.0577
1510000,-0.0577
1511000,0.0118
1512000,0.0118
1513000,0.0118
1514000,-0.0577
1515000,-0.0577
1516000,0.0118
1517000,-0.0577
1518004,-0.0577
1519000,-0.0577
1520000,-0.1272
1521000,0.0118
1522000,-0.1272
1523000,-0.1272
1524000,-0.1967
1525000,-0.0577
1526000,0.0118
1527000,0.0118
1528004,-0.0577
1529000,0.0118
1530000,0.0118
1531000,0.0118
1532000,0.0118
1533000,0.0118
1534000,0.0118
1535000,0.0118
1536000,-0.0577
1537000,-0.0577
1538000,-0.1272
1539000,0.0118
1540000,-0.1272
1541000,-0.1272
1542000,-0.0577
1543000,0.0118
1544000,-0.0577
1545000,-0.0577
1546000,0.0118
1547000,-0.0577
1548000,-0.0577
1549000,0.0118
1550000,-0.0577
1551000,0.0118
1552000,-0.0577
1553000,-0.0577
1554000,-0.1272
1555000,-0.0577
1556000,-0.0577
1557000,-0.1272
1558000,-0.0577
1559000,-0.0577
1560000,-0.0577
1561004,0.0118
1562000,0.0118
1563000,0.0118
1564000,0.0118
1565000,0.0118
1566000,0.0118
1567000,-0.0577
1568000,0.0118
1569004,-0.0577
1570000,-0.0577
1571000,-0.0577
1572004,-0.0577
1573000,-0.1272
1574000,-0.1272
1575000,-0.0577
1576004,0.0118
1577000,-0.0577
1578004,0.0118
1579000,0.0118
1580000,0.0118
1581000,0.0118
1582000,0.0118
1583000,0.0118
